country,year,pop,continent,lifeExp,gdpPercap
Denmark,2007,5468120.0,Europe,78.332,35278.41874
Djibouti,1952,63149.0,Africa,34.812,2669.529475
Djibouti,1957,71851.0,Africa,37.328,2864.9690760000003
Djibouti,1962,89898.0,Africa,39.693000000000005,3020.989263
Djibouti,1967,127617.0,Africa,42.074,3020.0505129999997
Djibouti,1972,178848.0,Africa,44.36600000000001,3694.2123520000005
Djibouti,1977,228694.0,Africa,46.519,3081.7610219999997
Djibouti,1982,305991.0,Africa,48.812,2879.4680670000002
Djibouti,1987,311025.0,Africa,50.04,2880.102568
Djibouti,1992,384156.0,Africa,51.604,2377.1561920000004
Djibouti,1997,417908.0,Africa,53.157,1895.016984
Djibouti,2002,447416.0,Africa,53.373000000000005,1908.2608670000002
Djibouti,2007,496374.0,Africa,54.791000000000004,2082.4815670000003
Dominican Republic,1952,2491346.0,Americas,45.928000000000004,1397.7171369999999
Dominican Republic,1957,2923186.0,Americas,49.828,1544.402995
Dominican Republic,1962,3453434.0,Americas,53.458999999999996,1662.137359
Dominican Republic,1967,4049146.0,Americas,56.751000000000005,1653.7230029999998
Dominican Republic,1972,4671329.0,Americas,59.631,2189.874499
Dominican Republic,1977,5302800.0,Americas,61.788000000000004,2681.9889
Dominican Republic,1982,5968349.0,Americas,63.727,2861.092386
Dominican Republic,1987,6655297.0,Americas,66.046,2899.842175
Dominican Republic,1992,7351181.0,Americas,68.457,3044.214214
Dominican Republic,1997,7992357.0,Americas,69.957,3614.101285
Dominican Republic,2002,8650322.0,Americas,70.847,4563.808154
Dominican Republic,2007,9319622.0,Americas,72.235,6025.374752000001
Ecuador,1952,3548753.0,Americas,48.357,3522.110717
Ecuador,1957,4058385.0,Americas,51.356,3780.5466509999997
Ecuador,1962,4681707.0,Americas,54.64,4086.114078
Ecuador,1967,5432424.0,Americas,56.678000000000004,4579.074215
Ecuador,1972,6298651.0,Americas,58.79600000000001,5280.99471
Ecuador,1977,7278866.0,Americas,61.31,6679.62326
Ecuador,1982,8365850.0,Americas,64.342,7213.7912670000005
Ecuador,1987,9545158.0,Americas,67.23100000000001,6481.776993
Ecuador,1992,10748394.0,Americas,69.613,7103.702595000001
Ecuador,1997,11911819.0,Americas,72.312,7429.455876999999
Ecuador,2002,12921234.0,Americas,74.173,5773.0445119999995
Ecuador,2007,13755680.0,Americas,74.994,6873.262326000001
Egypt,1952,22223309.0,Africa,41.893,1418.822445
Egypt,1957,25009741.0,Africa,44.443999999999996,1458.915272
Egypt,1962,28173309.0,Africa,46.992,1693.335853
Egypt,1967,31681188.0,Africa,49.293,1814.880728
Egypt,1972,34807417.0,Africa,51.137,2024.0081469999998
Egypt,1977,38783863.0,Africa,53.318999999999996,2785.493582
Egypt,1982,45681811.0,Africa,56.006,3503.729636
Egypt,1987,52799062.0,Africa,59.797,3885.4607100000003
Egypt,1992,59402198.0,Africa,63.674,3794.755195
Egypt,1997,66134291.0,Africa,67.217,4173.181797
Egypt,2002,73312559.0,Africa,69.806,4754.604414
Egypt,2007,80264543.0,Africa,71.33800000000001,5581.180998
El Salvador,1952,2042865.0,Americas,45.262,3048.3029
El Salvador,1957,2355805.0,Americas,48.57,3421.523218
El Salvador,1962,2747687.0,Americas,52.306999999999995,3776.8036270000002
El Salvador,1967,3232927.0,Americas,55.855,4358.595393
El Salvador,1972,3790903.0,Americas,58.207,4520.246008
El Salvador,1977,4282586.0,Americas,56.696000000000005,5138.922374
El Salvador,1982,4474873.0,Americas,56.604,4098.344175
El Salvador,1987,4842194.0,Americas,63.153999999999996,4140.442097
El Salvador,1992,5274649.0,Americas,66.798,4444.2317
El Salvador,1997,5783439.0,Americas,69.535,5154.825496
El Salvador,2002,6353681.0,Americas,70.734,5351.568665999999
El Salvador,2007,6939688.0,Americas,71.878,5728.353514
Equatorial Guinea,1952,216964.0,Africa,34.482,375.6431231
Equatorial Guinea,1957,232922.0,Africa,35.983000000000004,426.0964081
Equatorial Guinea,1962,249220.0,Africa,37.485,582.8419713999999
Equatorial Guinea,1967,259864.0,Africa,38.986999999999995,915.5960025
Equatorial Guinea,1972,277603.0,Africa,40.516,672.4122571
Equatorial Guinea,1977,192675.0,Africa,42.023999999999994,958.5668124
Equatorial Guinea,1982,285483.0,Africa,43.662,927.8253427000001
Equatorial Guinea,1987,341244.0,Africa,45.663999999999994,966.8968149
Equatorial Guinea,1992,387838.0,Africa,47.545,1132.055034
Equatorial Guinea,1997,439971.0,Africa,48.245,2814.480755
Equatorial Guinea,2002,495627.0,Africa,49.348,7703.4959
Equatorial Guinea,2007,551201.0,Africa,51.57899999999999,12154.08975
Eritrea,1952,1438760.0,Africa,35.928000000000004,328.94055710000004
Eritrea,1957,1542611.0,Africa,38.047,344.16188589999996
Eritrea,1962,1666618.0,Africa,40.158,380.99584330000005
Eritrea,1967,1820319.0,Africa,42.18899999999999,468.7949699
Eritrea,1972,2260187.0,Africa,44.141999999999996,514.3242081999999
Eritrea,1977,2512642.0,Africa,44.535,505.7538077
Eritrea,1982,2637297.0,Africa,43.89,524.8758493
Eritrea,1987,2915959.0,Africa,46.453,521.1341333
Eritrea,1992,3668440.0,Africa,49.99100000000001,582.8585102000001
Eritrea,1997,4058319.0,Africa,53.378,913.4707900000001
Eritrea,2002,4414865.0,Africa,55.24,765.3500015
Eritrea,2007,4906585.0,Africa,58.04,641.3695236000001
Ethiopia,1952,20860941.0,Africa,34.078,362.1462796
Ethiopia,1957,22815614.0,Africa,36.667,378.90416319999997
Ethiopia,1962,25145372.0,Africa,40.059,419.4564161
Ethiopia,1967,27860297.0,Africa,42.115,516.1186438
Ethiopia,1972,30770372.0,Africa,43.515,566.2439442000001
Ethiopia,1977,34617799.0,Africa,44.51,556.8083834
Ethiopia,1982,38111756.0,Africa,44.916000000000004,577.8607471
Ethiopia,1987,42999530.0,Africa,46.684,573.7413142000001
Ethiopia,1992,52088559.0,Africa,48.091,421.3534653
Ethiopia,1997,59861301.0,Africa,49.402,515.8894013
Ethiopia,2002,67946797.0,Africa,50.725,530.0535319
Ethiopia,2007,76511887.0,Africa,52.946999999999996,690.8055759
Finland,1952,4090500.0,Europe,66.55,6424.519071
Finland,1957,4324000.0,Europe,67.49,7545.415386
Finland,1962,4491443.0,Europe,68.75,9371.842561
Finland,1967,4605744.0,Europe,69.83,10921.63626
Finland,1972,4639657.0,Europe,70.87,14358.8759
Finland,1977,4738902.0,Europe,72.52,15605.422830000001
Finland,1982,4826933.0,Europe,74.55,18533.15761
Finland,1987,4931729.0,Europe,74.83,21141.01223
Finland,1992,5041039.0,Europe,75.7,20647.16499
Finland,1997,5134406.0,Europe,77.13,23723.9502
Finland,2002,5193039.0,Europe,78.37,28204.59057
Finland,2007,5238460.0,Europe,79.313,33207.0844
France,1952,42459667.0,Europe,67.41,7029.809327
France,1957,44310863.0,Europe,68.93,8662.834898000001
France,1962,47124000.0,Europe,70.51,10560.48553
France,1967,49569000.0,Europe,71.55,12999.91766
France,1972,51732000.0,Europe,72.38,16107.19171
France,1977,53165019.0,Europe,73.83,18292.635140000002
France,1982,54433565.0,Europe,74.89,20293.89746
France,1987,55630100.0,Europe,76.34,22066.44214
France,1992,57374179.0,Europe,77.46,24703.79615
France,1997,58623428.0,Europe,78.64,25889.78487
France,2002,59925035.0,Europe,79.59,28926.032339999998
France,2007,61083916.0,Europe,80.657,30470.0167
Gabon,1952,420702.0,Africa,37.003,4293.476475
Gabon,1957,434904.0,Africa,38.999,4976.198099
Gabon,1962,455661.0,Africa,40.489000000000004,6631.4592219999995
Gabon,1967,489004.0,Africa,44.598,8358.761987
Gabon,1972,537977.0,Africa,48.69,11401.948409999999
Gabon,1977,706367.0,Africa,52.79,21745.57328
Gabon,1982,753874.0,Africa,56.56399999999999,15113.36194
Gabon,1987,880397.0,Africa,60.19,11864.408440000001
Gabon,1992,985739.0,Africa,61.36600000000001,13522.157519999999
Gabon,1997,1126189.0,Africa,60.461000000000006,14722.841880000002
Gabon,2002,1299304.0,Africa,56.761,12521.71392
Gabon,2007,1454867.0,Africa,56.735,13206.48452
Gambia,1952,284320.0,Africa,30.0,485.2306591
Gambia,1957,323150.0,Africa,32.065,520.9267111
Gambia,1962,374020.0,Africa,33.896,599.650276
Gambia,1967,439593.0,Africa,35.857,734.7829124
Gambia,1972,517101.0,Africa,38.308,756.0868363
Gambia,1977,608274.0,Africa,41.842,884.7552507000001
Gambia,1982,715523.0,Africa,45.58,835.8096107999999
Gambia,1987,848406.0,Africa,49.265,611.6588611000001
Gambia,1992,1025384.0,Africa,52.644,665.6244126
Gambia,1997,1235767.0,Africa,55.861000000000004,653.7301704
Gambia,2002,1457766.0,Africa,58.041000000000004,660.5855997
Gambia,2007,1688359.0,Africa,59.448,752.7497265
Germany,1952,69145952.0,Europe,67.5,7144.114393000001
Germany,1957,71019069.0,Europe,69.1,10187.82665
Germany,1962,73739117.0,Europe,70.3,12902.46291
Germany,1967,76368453.0,Europe,70.8,14745.62561
Germany,1972,78717088.0,Europe,71.0,18016.180269999997
Germany,1977,78160773.0,Europe,72.5,20512.92123
Germany,1982,78335266.0,Europe,73.8,22031.532740000002
Germany,1987,77718298.0,Europe,74.847,24639.18566
Germany,1992,80597764.0,Europe,76.07,26505.30317
Germany,1997,82011073.0,Europe,77.34,27788.88416
Germany,2002,82350671.0,Europe,78.67,30035.80198
Germany,2007,82400996.0,Europe,79.406,32170.37442
Ghana,1952,5581001.0,Africa,43.148999999999994,911.2989371
Ghana,1957,6391288.0,Africa,44.778999999999996,1043.5615369999998
Ghana,1962,7355248.0,Africa,46.452,1190.0411179999999
Ghana,1967,8490213.0,Africa,48.071999999999996,1125.69716
Ghana,1972,9354120.0,Africa,49.875,1178.223708
Ghana,1977,10538093.0,Africa,51.756,993.2239571
Ghana,1982,11400338.0,Africa,53.744,876.032569
Ghana,1987,14168101.0,Africa,55.729,847.0061135
Ghana,1992,16278738.0,Africa,57.501000000000005,925.0601539999999
Ghana,1997,18418288.0,Africa,58.556000000000004,1005.2458119999999
Ghana,2002,20550751.0,Africa,58.453,1111.9845779999998
Ghana,2007,22873338.0,Africa,60.022,1327.60891
Greece,1952,7733250.0,Europe,65.86,3530.690067
Greece,1957,8096218.0,Europe,67.86,4916.299889
Greece,1962,8448233.0,Europe,69.51,6017.190732999999
Greece,1967,8716441.0,Europe,71.0,8513.097016
Greece,1972,8888628.0,Europe,72.34,12724.82957
Greece,1977,9308479.0,Europe,73.68,14195.524280000001
Greece,1982,9786480.0,Europe,75.24,15268.420890000001
Greece,1987,9974490.0,Europe,76.67,16120.528390000001
Greece,1992,10325429.0,Europe,77.03,17541.49634
Greece,1997,10502372.0,Europe,77.869,18747.69814
Greece,2002,10603863.0,Europe,78.256,22514.2548
Greece,2007,10706290.0,Europe,79.483,27538.41188
Guatemala,1952,3146381.0,Americas,42.023,2428.2377690000003
Guatemala,1957,3640876.0,Americas,44.141999999999996,2617.155967
Guatemala,1962,4208858.0,Americas,46.95399999999999,2750.364446
Guatemala,1967,4690773.0,Americas,50.016000000000005,3242.5311469999997
Guatemala,1972,5149581.0,Americas,53.738,4031.4082710000002
Guatemala,1977,5703430.0,Americas,56.028999999999996,4879.992748
Guatemala,1982,6395630.0,Americas,58.137,4820.49479
Guatemala,1987,7326406.0,Americas,60.782,4246.485974
Guatemala,1992,8486949.0,Americas,63.373000000000005,4439.4508399999995
Guatemala,1997,9803875.0,Americas,66.322,4684.313807
Guatemala,2002,11178650.0,Americas,68.97800000000001,4858.347495
Guatemala,2007,12572928.0,Americas,70.259,5186.050003
Guinea,1952,2664249.0,Africa,33.609,510.19649230000005
Guinea,1957,2876726.0,Africa,34.558,576.2670245
Guinea,1962,3140003.0,Africa,35.753,686.3736739
Guinea,1967,3451418.0,Africa,37.196999999999996,708.7595409
Guinea,1972,3811387.0,Africa,38.842,741.6662307
Guinea,1977,4227026.0,Africa,40.762,874.6858642999999
Guinea,1982,4710497.0,Africa,42.891000000000005,857.2503577
Guinea,1987,5650262.0,Africa,45.552,805.5724717999999
Guinea,1992,6990574.0,Africa,48.576,794.3484384
Guinea,1997,8048834.0,Africa,51.455,869.4497667999999
Guinea,2002,8807818.0,Africa,53.676,945.5835837000001
Guinea,2007,9947814.0,Africa,56.007,942.6542111
Guinea-Bissau,1952,580653.0,Africa,32.5,299.850319
Guinea-Bissau,1957,601095.0,Africa,33.489000000000004,431.7904566000001
Guinea-Bissau,1962,627820.0,Africa,34.488,522.0343725
Guinea-Bissau,1967,601287.0,Africa,35.492,715.5806402000001
Guinea-Bissau,1972,625361.0,Africa,36.486,820.2245876000001
Guinea-Bissau,1977,745228.0,Africa,37.465,764.7259627999999
Guinea-Bissau,1982,825987.0,Africa,39.327,838.1239671
Guinea-Bissau,1987,927524.0,Africa,41.245,736.4153921
Guinea-Bissau,1992,1050938.0,Africa,43.266000000000005,745.5398706
Guinea-Bissau,1997,1193708.0,Africa,44.873000000000005,796.6644681
Guinea-Bissau,2002,1332459.0,Africa,45.504,575.7047176
Guinea-Bissau,2007,1472041.0,Africa,46.388000000000005,579.2317429999999
Haiti,1952,3201488.0,Americas,37.579,1840.366939
Haiti,1957,3507701.0,Americas,40.696,1726.887882
Haiti,1962,3880130.0,Americas,43.59,1796.589032
Haiti,1967,4318137.0,Americas,46.243,1452.057666
Haiti,1972,4698301.0,Americas,48.042,1654.456946
Haiti,1977,4908554.0,Americas,49.923,1874.2989309999998
Haiti,1982,5198399.0,Americas,51.461000000000006,2011.1595489999997
Haiti,1987,5756203.0,Americas,53.636,1823.015995
Haiti,1992,6326682.0,Americas,55.089,1456.309517
Haiti,1997,6913545.0,Americas,56.67100000000001,1341.7269310000001
Haiti,2002,7607651.0,Americas,58.137,1270.364932
Haiti,2007,8502814.0,Americas,60.916000000000004,1201.637154
Honduras,1952,1517453.0,Americas,41.912,2194.926204
Honduras,1957,1770390.0,Americas,44.665,2220.487682
Honduras,1962,2090162.0,Americas,48.041000000000004,2291.1568350000002
Honduras,1967,2500689.0,Americas,50.924,2538.269358
Honduras,1972,2965146.0,Americas,53.88399999999999,2529.842345
Honduras,1977,3055235.0,Americas,57.402,3203.208066
Honduras,1982,3669448.0,Americas,60.909,3121.7607940000003
Honduras,1987,4372203.0,Americas,64.492,3023.0966989999997
Honduras,1992,5077347.0,Americas,66.399,3081.694603
Honduras,1997,5867957.0,Americas,67.65899999999999,3160.454906
Honduras,2002,6677328.0,Americas,68.565,3099.72866
Honduras,2007,7483763.0,Americas,70.19800000000001,3548.3308460000003
Hong Kong China,1952,2125900.0,Asia,60.96,3054.421209
Hong Kong China,1957,2736300.0,Asia,64.75,3629.076457
Hong Kong China,1962,3305200.0,Asia,67.65,4692.648271999999
Hong Kong China,1967,3722800.0,Asia,70.0,6197.962814
Hong Kong China,1972,4115700.0,Asia,72.0,8315.928145
Hong Kong China,1977,4583700.0,Asia,73.6,11186.14125
Hong Kong China,1982,5264500.0,Asia,75.45,14560.530509999999
Hong Kong China,1987,5584510.0,Asia,76.2,20038.472690000002
Hong Kong China,1992,5829696.0,Asia,77.601,24757.60301
Hong Kong China,1997,6495918.0,Asia,80.0,28377.632189999997
Hong Kong China,2002,6762476.0,Asia,81.495,30209.015160000003
Hong Kong China,2007,6980412.0,Asia,82.208,39724.97867
Hungary,1952,9504000.0,Europe,64.03,5263.6738159999995
Hungary,1957,9839000.0,Europe,66.41,6040.180011
Hungary,1962,10063000.0,Europe,67.96,7550.359877
Hungary,1967,10223422.0,Europe,69.5,9326.64467
Hungary,1972,10394091.0,Europe,69.76,10168.65611
Hungary,1977,10637171.0,Europe,69.95,11674.837370000001
Hungary,1982,10705535.0,Europe,69.39,12545.99066
Hungary,1987,10612740.0,Europe,69.58,12986.47998
Hungary,1992,10348684.0,Europe,69.17,10535.62855
Hungary,1997,10244684.0,Europe,71.04,11712.7768
Hungary,2002,10083313.0,Europe,72.59,14843.93556
Hungary,2007,9956108.0,Europe,73.33800000000001,18008.94444
Iceland,1952,147962.0,Europe,72.49,7267.688428
Iceland,1957,165110.0,Europe,73.47,9244.001412
Iceland,1962,182053.0,Europe,73.68,10350.15906
Iceland,1967,198676.0,Europe,73.73,13319.89568
Iceland,1972,209275.0,Europe,74.46,15798.063619999999
Iceland,1977,221823.0,Europe,76.11,19654.96247
Iceland,1982,233997.0,Europe,76.99,23269.6075
Iceland,1987,244676.0,Europe,77.23,26923.206280000002
Iceland,1992,259012.0,Europe,78.77,25144.39201
Iceland,1997,271192.0,Europe,78.95,28061.099660000003
Iceland,2002,288030.0,Europe,80.5,31163.201960000002
Iceland,2007,301931.0,Europe,81.757,36180.789189999996
India,1952,372000000.0,Asia,37.373000000000005,546.5657493
India,1957,409000000.0,Asia,40.249,590.061996
India,1962,454000000.0,Asia,43.605,658.3471509
India,1967,506000000.0,Asia,47.193000000000005,700.7706107000001
India,1972,567000000.0,Asia,50.651,724.032527
India,1977,634000000.0,Asia,54.208,813.3373230000001
India,1982,708000000.0,Asia,56.596000000000004,855.7235377000001
India,1987,788000000.0,Asia,58.553000000000004,976.5126756000001
India,1992,872000000.0,Asia,60.223,1164.406809
India,1997,959000000.0,Asia,61.765,1458.817442
India,2002,1034172547.0,Asia,62.879,1746.769454
India,2007,1110396331.0,Asia,64.69800000000001,2452.210407
Indonesia,1952,82052000.0,Asia,37.468,749.6816546
Indonesia,1957,90124000.0,Asia,39.918,858.9002707000001
Indonesia,1962,99028000.0,Asia,42.518,849.2897700999999
Indonesia,1967,109343000.0,Asia,45.964,762.4317721
Indonesia,1972,121282000.0,Asia,49.203,1111.107907
Indonesia,1977,136725000.0,Asia,52.702,1382.702056
Indonesia,1982,153343000.0,Asia,56.159,1516.872988
Indonesia,1987,169276000.0,Asia,60.137,1748.356961
Indonesia,1992,184816000.0,Asia,62.681000000000004,2383.140898
Indonesia,1997,199278000.0,Asia,66.041,3119.335603
Indonesia,2002,211060000.0,Asia,68.58800000000001,2873.91287
Indonesia,2007,223547000.0,Asia,70.65,3540.6515640000002
Iran,1952,17272000.0,Asia,44.869,3035.326002
Iran,1957,19792000.0,Asia,47.181000000000004,3290.257643
Iran,1962,22874000.0,Asia,49.325,4187.329802
Iran,1967,26538000.0,Asia,52.468999999999994,5906.731804999999
Iran,1972,30614000.0,Asia,55.233999999999995,9613.818607
Iran,1977,35480679.0,Asia,57.702,11888.59508
Iran,1982,43072751.0,Asia,59.62,7608.334602
Iran,1987,51889696.0,Asia,63.04,6642.881371
Iran,1992,60397973.0,Asia,65.742,7235.653187999999
Iran,1997,63327987.0,Asia,68.042,8263.590301
Iran,2002,66907826.0,Asia,69.45100000000001,9240.761975
Iran,2007,69453570.0,Asia,70.964,11605.71449
Iraq,1952,5441766.0,Asia,45.32,4129.766056
Iraq,1957,6248643.0,Asia,48.437,6229.333562
Iraq,1962,7240260.0,Asia,51.457,8341.737815
Iraq,1967,8519282.0,Asia,54.458999999999996,8931.459811
Iraq,1972,10061506.0,Asia,56.95,9576.037596
Iraq,1977,11882916.0,Asia,60.413000000000004,14688.235069999999
Iraq,1982,14173318.0,Asia,62.038000000000004,14517.90711
Iraq,1987,16543189.0,Asia,65.044,11643.57268
Iraq,1992,17861905.0,Asia,59.461000000000006,3745.6406869999996
Iraq,1997,20775703.0,Asia,58.81100000000001,3076.239795
Iraq,2002,24001816.0,Asia,57.04600000000001,4390.717312
Iraq,2007,27499638.0,Asia,59.545,4471.061906
Ireland,1952,2952156.0,Europe,66.91,5210.280328
Ireland,1957,2878220.0,Europe,68.9,5599.077872
Ireland,1962,2830000.0,Europe,70.29,6631.597314
Ireland,1967,2900100.0,Europe,71.08,7655.568963
Ireland,1972,3024400.0,Europe,71.28,9530.772895999999
Ireland,1977,3271900.0,Europe,72.03,11150.98113
Ireland,1982,3480000.0,Europe,73.1,12618.321409999999
Ireland,1987,3539900.0,Europe,74.36,13872.86652
Ireland,1992,3557761.0,Europe,75.467,17558.81555
Ireland,1997,3667233.0,Europe,76.122,24521.94713
Ireland,2002,3879155.0,Europe,77.783,34077.04939
Ireland,2007,4109086.0,Europe,78.885,40675.99635
Israel,1952,1620914.0,Asia,65.39,4086.522128
Israel,1957,1944401.0,Asia,67.84,5385.278451
Israel,1962,2310904.0,Asia,69.39,7105.630706
Israel,1967,2693585.0,Asia,70.75,8393.741404
Israel,1972,3095893.0,Asia,71.63,12786.93223
Israel,1977,3495918.0,Asia,73.06,13306.619209999999
Israel,1982,3858421.0,Asia,74.45,15367.0292
Israel,1987,4203148.0,Asia,75.6,17122.47986
Israel,1992,4936550.0,Asia,76.93,18051.52254
Israel,1997,5531387.0,Asia,78.26899999999999,20896.60924
Israel,2002,6029529.0,Asia,79.696,21905.59514
Israel,2007,6426679.0,Asia,80.745,25523.2771
Italy,1952,47666000.0,Europe,65.94,4931.404154999999
Italy,1957,49182000.0,Europe,67.81,6248.656232
Italy,1962,50843200.0,Europe,69.24,8243.58234
Italy,1967,52667100.0,Europe,71.06,10022.40131
Italy,1972,54365564.0,Europe,72.19,12269.27378
Italy,1977,56059245.0,Europe,73.48,14255.98475
Italy,1982,56535636.0,Europe,74.98,16537.4835
Italy,1987,56729703.0,Europe,76.42,19207.234819999998
Italy,1992,56840847.0,Europe,77.44,22013.64486
Italy,1997,57479469.0,Europe,78.82,24675.02446
Italy,2002,57926999.0,Europe,80.24,27968.098169999997
Italy,2007,58147733.0,Europe,80.546,28569.7197
Jamaica,1952,1426095.0,Americas,58.53,2898.5308809999997
Jamaica,1957,1535090.0,Americas,62.61,4756.525781
Jamaica,1962,1665128.0,Americas,65.61,5246.107524
Jamaica,1967,1861096.0,Americas,67.51,6124.703450999999
Jamaica,1972,1997616.0,Americas,69.0,7433.889293000001
Jamaica,1977,2156814.0,Americas,70.11,6650.195573
Jamaica,1982,2298309.0,Americas,71.21,6068.05135
Jamaica,1987,2326606.0,Americas,71.77,6351.237495
Jamaica,1992,2378618.0,Americas,71.766,7404.923685
Jamaica,1997,2531311.0,Americas,72.262,7121.924704000001
Jamaica,2002,2664659.0,Americas,72.047,6994.774861
Jamaica,2007,2780132.0,Americas,72.567,7320.880262000001
Japan,1952,86459025.0,Asia,63.03,3216.956347
Japan,1957,91563009.0,Asia,65.5,4317.694365
Japan,1962,95831757.0,Asia,68.73,6576.649461
Japan,1967,100825279.0,Asia,71.43,9847.788606999999
Japan,1972,107188273.0,Asia,73.42,14778.78636
Japan,1977,113872473.0,Asia,75.38,16610.37701
Japan,1982,118454974.0,Asia,77.11,19384.10571
Japan,1987,122091325.0,Asia,78.67,22375.941890000002
Japan,1992,124329269.0,Asia,79.36,26824.895109999998
Japan,1997,125956499.0,Asia,80.69,28816.58499
Japan,2002,127065841.0,Asia,82.0,28604.5919
Japan,2007,127467972.0,Asia,82.603,31656.06806
Jordan,1952,607914.0,Asia,43.158,1546.907807
Jordan,1957,746559.0,Asia,45.669,1886.080591
Jordan,1962,933559.0,Asia,48.126000000000005,2348.009158
Jordan,1967,1255058.0,Asia,51.629,2741.796252
Jordan,1972,1613551.0,Asia,56.528,2110.856309
Jordan,1977,1937652.0,Asia,61.13399999999999,2852.351568
Jordan,1982,2347031.0,Asia,63.739,4161.415959
Jordan,1987,2820042.0,Asia,65.869,4448.679912
Jordan,1992,3867409.0,Asia,68.015,3431.5936469999997
Jordan,1997,4526235.0,Asia,69.77199999999999,3645.379572
Jordan,2002,5307470.0,Asia,71.263,3844.9171939999997
Jordan,2007,6053193.0,Asia,72.535,4519.461171
Kenya,1952,6464046.0,Africa,42.27,853.5409189999999
Kenya,1957,7454779.0,Africa,44.68600000000001,944.4383152
Kenya,1962,8678557.0,Africa,47.949,896.9663732
Kenya,1967,10191512.0,Africa,50.653999999999996,1056.736457
Kenya,1972,12044785.0,Africa,53.559,1222.359968
Kenya,1977,14500404.0,Africa,56.155,1267.613204
Kenya,1982,17661452.0,Africa,58.766000000000005,1348.225791
Kenya,1987,21198082.0,Africa,59.339,1361.936856
Kenya,1992,25020539.0,Africa,59.285,1341.9217210000002
Kenya,1997,28263827.0,Africa,54.407,1360.4850210000002
Kenya,2002,31386842.0,Africa,50.992,1287.514732
Kenya,2007,35610177.0,Africa,54.11,1463.249282
Korea Dem. Rep.,1952,8865488.0,Asia,50.056000000000004,1088.277758
Korea Dem. Rep.,1957,9411381.0,Asia,54.081,1571.134655
Korea Dem. Rep.,1962,10917494.0,Asia,56.656000000000006,1621.693598
Korea Dem. Rep.,1967,12617009.0,Asia,59.942,2143.540609
Korea Dem. Rep.,1972,14781241.0,Asia,63.983000000000004,3701.6215030000003
Korea Dem. Rep.,1977,16325320.0,Asia,67.15899999999999,4106.301249
Korea Dem. Rep.,1982,17647518.0,Asia,69.1,4106.525293
Korea Dem. Rep.,1987,19067554.0,Asia,70.64699999999999,4106.4923149999995
Korea Dem. Rep.,1992,20711375.0,Asia,69.97800000000001,3726.063507
Korea Dem. Rep.,1997,21585105.0,Asia,67.727,1690.756814
Korea Dem. Rep.,2002,22215365.0,Asia,66.66199999999999,1646.758151
Korea Dem. Rep.,2007,23301725.0,Asia,67.297,1593.06548
Korea Rep.,1952,20947571.0,Asia,47.453,1030.592226
Korea Rep.,1957,22611552.0,Asia,52.681000000000004,1487.593537
Korea Rep.,1962,26420307.0,Asia,55.292,1536.3443869999999
Korea Rep.,1967,30131000.0,Asia,57.716,2029.2281420000002
Korea Rep.,1972,33505000.0,Asia,62.611999999999995,3030.87665
Korea Rep.,1977,36436000.0,Asia,64.766,4657.22102
